نعرف, 35,"MSA,TN"
عادي, 35,
بابا, 35,TN
عمرو, 35,TN
صح, 35,NOISE
نحبوك, 35,TN
يعطيكم, 35,
لهم, 35,
بهيم, 35,TN
فاسد, 35,
الكذب, 35,
فاشلة, 34,
كذاب, 34,
زوز, 34,TN
يستحق, 34,
نهضاوي, 34,TN
فضايح, 34,TN
جديد, 34,
لغة, 34,
فوق, 34,
يجي, 34,TN
اخي, 34,
كلامها, 34,
قانون, 34,
ثم, 34,
وقلة, 33,
سؤال, 33,
مستويات, 33,
قلت, 33,
محترم, 33,
امثالك, 33,
المراة, 33,
منكم, 33,
النجاح, 33,
زينة, 33,
تولي, 33,TN
مازال, 33,TN
حكاية, 33,
تخدم, 33,TN
باهية, 33,TN
قليل, 33,
ذلك, 33,
بالف, 33,
الاعلام, 33,
تعليق, 32,
ر, 32,NOISE
اخلاق, 32,
جاي, 32,TN
الثقافة, 32,
ضد, 32,
ليه, 32,TN
شلاكة, 32,TN
شوي, 32,TN
نجلاء, 32,NE
هيا, 32,TN
جات, 32,TN
قالو, 32,TN
مشاء, 32,TN
طيبة, 32,
حسبنا, 32,
شخص, 32,
راكم, 32,TN
فساد, 32,
قمرة, 32,NE
يعينك, 32,
روح, 32,
إذا, 31,
الل, 31,NOISE
حثالة, 31,
الانسان, 31,
كمشة, 31,TN
التافه, 31,
بالحق, 31,"MSA,TN"
تضحك, 31,
اللطف, 31,
اللهم, 31,
بوك, 31,TN
تبقى, 31,
بارك, 31,
عندما, 31,
احلا, 31,
دور, 31,"MSA,TN"
جميلة, 31,
عيني, 31,
يحميك, 31,
مالا, 31,TN
شباب, 31,
ضامر, 31,TN
الافريقي, 31,NE
ممتاز, 31,
بهذا, 31,
الفاهم, 31,"NE,MSA"
ريم, 31,NE
وهف, 30,TN
أ, 30,NOISE
العمل, 30,
والعيب, 30,
سبحان, 30,
بما, 30,
خلي, 30,
كلها, 30,
فماش, 30,TN
انشالله, 30,NOISE
حب, 30,
انها, 30,
عملتو, 30,TN
صادق, 30,
لماذا, 30,
عربي, 30,
وخاصة, 30,
الامام, 30,
فاهم, 30,
فكرة, 30,
الامارات, 30,NE
بدر, 30,"NE,MSA"
شيبة, 29,NE
سنين, 29,
تستحق, 29,
أخلاق, 29,
كوميدي, 29,
مايا, 29,NE
ناقص, 29,
الرحموني, 29,NE
معقول, 29,
الصحيح, 29,
وهي, 29,
امك, 29,
بي, 29,
راجلها, 29,TN
رائعة, 29,
فعل, 29,
النساء, 29,
ماذا, 29,
جميع, 29,
راو, 29,TN
قريب, 29,
ماعادش, 29,TN
متاعك, 29,TN
لعباد, 29,TN
الفنانين, 29,
امور, 29,
ممتازة, 29,
نقول, 28,"MSA,TN"
وليس, 28,
متخلف, 28,
هوما, 28,TN
الاندلسي, 28,NE
إعلام, 28,
حرية, 28,
الفتاح, 28,"NE,MSA"
معاكم, 28,TN
ولي, 28,TN
أم, 28,
جبري, 28,TN
الواحد, 28,
منافقين, 28,
سبب, 28,
ابن, 28,
عامل, 28,
يجب, 28,
نشالله, 28,TN
عندنا, 28,
روعه, 28,
خدمة, 28,
نهاية, 28,
قوية, 28,
إنتي, 28,TN
مصر, 28,"NE,MSA"
محلا, 28,TN
سياسي, 28,
شنوا, 28,TN
الماسط, 28,TN
تعلم, 28,
بعضهم, 28,
والي, 28,
النفاق, 27,
تتكلم, 27,
الشيخ, 27,
العماري, 27,NE
جملة, 27,
المرا, 27,TN
صغار, 27,
معاها, 27,TN
بيهم, 27,TN
لمن, 27,
ولله, 27,
وهرة, 27,TN
تربح, 27,
تنجم, 27,"MSA,TN"
ماكش, 27,TN
الكريم, 27,
وانتم, 27,
خماج, 27,TN
المواطن, 27,
فن, 27,
السهيلي, 27,NE
خييت, 26,TN
عدم, 26,
معاهم, 26,TN
تربحكم, 26,
بلاهي, 26,TN
تفاهة, 26,
ﺭﺑﻲ, 26,
صورة, 26,
نورمال, 26,TN
هوا, 26,TN
مانقلك, 26,TN
حياتك, 26,
بالك, 26,
فضيحة, 26,
اني, 26,
عين, 26,
فلا, 26,
التوفيق, 26,
صراحة, 26,
احلي, 26,
بأتم, 26,
ﷲ, 26,
ﻣﺤﻼﻙ, 26,TN
الفلوس, 26,TN
أمين, 26,"NE,MSA"
جمال, 26,"NE,MSA"
تحفونة, 26,TN
متاعكم, 26,"MSA,TN"
الفة, 26,"NE,MSA"
أحمد, 26,"NE,MSA"
مشاكل, 25,
يلزم, 25,"MSA,TN"
ساقط, 25,
ت, 25,NOISE
بلادنا, 25,
المواضيع, 25,
ربى, 25,
حسب, 25,
موقف, 25,
ريت, 25,TN
زادة, 25,TN
طحانة, 25,TN
توانسة, 25,TN
هاذا, 25,TN
ولو, 25,
كثر, 25,
وهذا, 25,
العربية, 25,
تكذب, 25,
العرب, 25,
امرأة, 25,
وحتى, 25,
المستوى, 25,
الذين, 25,
حال, 25,
وحدو, 25,TN
فينا, 25,TN
يعطيها, 25,
واحنا, 25,TN
العلم, 25,
بسام, 25,"NE,MSA"
سيب, 25,TN
مواضيع, 25,
كيفها, 25,"MSA,TN"
محترمة, 25,
ملك, 25,
برافوا, 25,TN
اورنج, 25,NE
كافون, 25,NE
كون, 24,
الوزير, 24,
هناك, 24,
تلقى, 24,
زبالة, 24,TN
هما, 24,
وجهو, 24,TN
عزوزة, 24,TN
تتفرج, 24,TN
الموت, 24,
كلامو, 24,TN
قيمة, 24,
جابك, 24,TN
يفهم, 24,
الكلاب, 24,
متاعو, 24,TN
تمشي, 24,
صوتك, 24,
قدر, 24,
عونك, 24,
تقتل, 24,
الاسلام, 24,
نتعلم, 24,"MSA,TN"
محرزية, 24,NE
ﻋﻠﻰ, 24,
صاحبي, 24,
نيك, 24,TN
الليلة, 24,
هكة, 24,TN
اقوى, 24,
الورتاني, 24,NE
لمين, 24,NE
وجوه, 24,
النهدي, 24,NE
بجاه, 24,TN
أحد, 24,
الباجي, 24,NE
الممثلات, 24,
نعشق, 24,"MSA,TN"
شنو, 23,TN
يكب, 23,"MSA,TN"
اب, 23,
كيفو, 23,TN
رزين, 23,
فارغة, 23,
جاء, 23,
تجيب, 23,"MSA,TN"
بلاصتو, 23,TN
يزيد, 23,
يتفرج, 23,
ماصط, 23,TN
ماهوش, 23,TN
جيت, 23,TN
أخرى, 23,
السلام, 23,
الجزاير, 23,NE
اين, 23,
منذ, 23,
ولم, 23,
لينا, 23,TN
كاملة, 23,
اجمل, 23,
ألف, 23,
نفسك, 23,
تصلح, 23,
نتمنى, 23,
حنان, 23,"NE,MSA"
يهديك, 23,
وليت, 23,"MSA,TN"
امراة, 23,
زمن, 23,
رخيص, 23,
الضيوف, 23,
طرف, 23,
المساطة, 23,TN
باسم, 23,"NE,MSA"
مبدع, 23,
الجزء, 23,
المناسب, 23,
كلهم, 22,
آش, 22,TN
يليق, 22,
سلعة, 22,
لان, 22,
التفاهة, 22,
بيرم, 22,NE
شويا, 22,TN
خخ, 22,NOISE
فم, 22,
تجي, 22,TN
مني, 22,
المشكل, 22,
إنشاء, 22,TN
قلب, 22,
جديدة, 22,
لوكان, 22,TN
الصحه, 22,
جا, 22,TN
القانون, 22,
لهذا, 22,
رووعة, 22,NOISE
اتمنى, 22,
تربحك, 22,"MSA,TN"
بألف, 22,
مجتمع, 22,
بلاش, 22,TN
السيدة, 22,
فلوس, 22,
اتفه, 22,
لبلاد, 22,"MSA,TN"
مرسي, 22,"NE,TN"
تلفزة, 22,
مثقفة, 22,
حكومة, 22,
ثورة, 22,
لبنى, 22,NE
خلق, 21,
قارة, 21,NE
التجمع, 21,
المثلية, 21,
بعيد, 21,
قلبو, 21,TN
جمعة, 21,"NE,MSA"
يرجع, 21,"MSA,TN"
عندكم, 21,
طلعت, 21,"MSA,TN"
شلايك, 21,TN
وبعد, 21,
الكبير, 21,
طفلة, 21,
جزائرية, 21,NE
عمرها, 21,
امان, 21,
طيب, 21,
الان, 21,
يصلح, 21,
الاخلاق, 21,
افضل, 21,
ياسي, 21,TN
وشكرا, 21,
نفسه, 21,
يبقى, 21,
فهو, 21,
شنوة, 21,TN
طريقة, 21,
قحاب, 21,TN
ياا, 21,NOISE
أفضل, 21,
دخل, 21,
فاها, 21,NOISE
اكيد, 21,
الدعارة, 21,
بلطي, 21,NE
فاش, 21,TN
يقولو, 21,TN
ماشاءالله, 21,NOISE
أنك, 21,
مزيان, 21,TN
التقدير, 21,
المرزوقي, 21,NE
والشعب, 21,
اف, 21,
نقيب, 21,
الأخلاق, 20,
لهذه, 20,
فارغ, 20,
للبرنامج, 20,
راه, 20,TN
الخمج, 20,TN
أمك, 20,
الجهل, 20,
امو, 20,TN
بينا, 20,TN
مزال, 20,TN
داخل, 20,"MSA,TN"
كلو, 20,TN
اصلا, 20,
يفرج, 20,TN
كمل, 20,TN
يحبو, 20,TN
متألق, 20,
نحبكم, 20,"MSA,TN"
قالت, 20,
تقعد, 20,"MSA,TN"
تاع, 20,TN
كيفاه, 20,TN
عنا, 20,TN
لأن, 20,
ليست, 20,
غالب, 20,
المنشط, 20,
صار, 20,
مليون, 20,
هؤلاء, 20,
منورة, 20,
ﻣﺎ, 20,
ثقة, 20,
للاسف, 20,
زعمة, 20,TN
القلب, 20,
فيلم, 20,
تفو, 20,TN
صوتو, 20,TN
مريم, 20,NE
الوطن, 20,
الدور, 20,
الفنان, 20,
احترام, 20,
الحقيقي, 20,
طيار, 20,
يمكن, 20,
أقوى, 20,
تبا, 20,
القاسمي, 20,NE
ألفة, 20,"NE,MSA"
ليلى, 20,NE
قواد, 19,"MSA,TN"
سعدك, 19,"MSA,TN"
فقد, 19,
تجيبو, 19,TN
طحين, 19,"MSA,TN"
مقرف, 19,
تاريخ, 19,
الإعلام, 19,
عائلة, 19,
قول, 19,
شفت, 19,"MSA,TN"
مصيبة, 19,
قاعدة, 19,
ولدي, 19,
بلد, 19,
الاب, 19,
وكان, 19,
أنه, 19,
ليوم, 19,
ساعة, 19,
مستوي, 19,
مليح, 19,"MSA,TN"
العائلة, 19,
الحقيقة, 19,
علم, 19,
وو, 19,NOISE
تشوف, 19,TN
راسك, 19,
راهم, 19,TN
المهم, 19,
تحيه, 19,
نشوف, 19,"MSA,TN"
أول, 19,
المغرب, 19,NE
خمسة, 19,
والنجاح, 19,
مثلا, 19,
عليا, 19,TN
روحي, 19,"MSA,TN"
أمام, 19,
انتوما, 19,TN
الدول, 19,
التونسيين, 19,NE
الارض, 19,
راسو, 19,TN
خمج, 19,TN
مرزن, 19,TN
مهزلة, 19,
الحمار, 19,
لاسطة, 19,TN
نقص, 19,
دخلت, 19,
قاعدين, 19,"MSA,TN"
معذبهم, 19,"MSA,TN"
نحبو, 19,TN
فرخ, 19,TN
سيدتي, 19,
إمرأة, 19,
خليقة, 19,
واحدة, 18,
ح, 18,NOISE
دمو, 18,TN
علاها, 18,TN
كلبة, 18,
أولاد, 18,
لباس, 18,
منحطة, 18,
العهر, 18,
والفساد, 18,
المسلمين, 18,
هك, 18,TN
الضحك, 18,
لانه, 18,
يدافع, 18,
حمزة, 18,NE
امها, 18,
يقبل, 18,
بوها, 18,TN
حيط, 18,TN
صغير, 18,
ليكم, 18,TN
اروع, 18,
اعلامي, 18,
الصغار, 18,
ويا, 18,
صافي, 18,"NE,MSA"
الواقع, 18,
مسلم, 18,
مجرد, 18,
آخر, 18,
حقيقة, 18,
يعاونك, 18,
لمعلم, 18,TN
فلة, 18,
ديمة, 18,TN
وتونس, 18,NE
ﻋﻠﻴﻚ, 18,
محلاكم, 18,
تقدم, 18,
وعلي, 18,
بطل, 18,
التواصل, 18,
منين, 18,TN
توة, 18,TN
اه, 18,
فريق, 18,
تلعب, 18,
يعرفش, 18,TN
حسرة, 18,
نحو, 18,TN
شنية, 18,TN
صفر, 18,
احد, 18,
الجديد, 18,
لقد, 18,
باب, 18,
السبسي, 18,NE
برش, 18,TN
خميسة, 18,NE
قتل, 18,
سيدة, 18,
الحرية, 18,
تحفون, 18,TN
هاكا, 17,TN
أين, 17,
وا, 17,NOISE
الحديث, 17,
مستحيل, 17,
منظر, 17,
واللي, 17,TN
احب, 17,
الحكم, 17,
عاملة, 17,"MSA,TN"
فيق, 17,TN
نسمع, 17,
السياسة, 17,
مسرحية, 17,
المرة, 17,
افف, 17,TN
بتونس, 17,NE
يخرج, 17,
وملا, 17,TN
يحشم, 17,TN
غريبة, 17,"MSA,TN"
ماهو, 17,TN
الأرض, 17,
اختي, 17,
بزااف, 17,ALG
الشخص, 17,
بوه, 17,TN
زينك, 17,TN
حبيت, 17,TN
اعمل, 17,
الحكاية, 17,
الطريق, 17,
واضح, 17,
الاخر, 17,
حقا, 17,
قالك, 17,TN
برك, 17,TN
تستاهل, 17,"MSA,TN"
التافهة, 17,
المباشر, 17,
مادام, 17,"MSA,TN"
مرأة, 17,
موجودة, 17,
يعطك, 17,"MSA,TN"
جمعية, 17,
موزاييك, 17,NE
اسمو, 17,TN
نجاح, 17,
د, 17,NOISE
الوطنية, 17,
احسنت, 17,
خيرلك, 17,TN
البهيم, 17,"MSA,TN"
زناطير, 17,TN
عقلية, 17,
اصبح, 17,
لكلام, 17,"MSA,TN"
المسرح, 17,
نعمل, 17,
المعلم, 17,
سوف, 17,
نفاق, 17,
أتفه, 17,
استاذة, 17,
ميقالو, 17,NE
بنتك, 17,TN
الفاسدين, 17,
والتقدير, 17,
يريد, 17,
براافو, 17,TN
هب, 17,NOISE
الجندوبي, 17,NE
سيتكوم, 17,BORROW
مبدعة, 17,
اصل, 17,
القاضي, 16,
اووه, 16,TN
أكيد, 16,
وماسط, 16,TN
تحسو, 16,TN
وسط, 16,
دار, 16,
يااسر, 16,TN
الماخور, 16,
تحيفة, 16,TN
يهديكم, 16,
نوع, 16,
فرق, 16,
طز, 16,TN
انشاءالله, 16,NOISE
ولى, 16,"MSA,TN"
كلكم, 16,
يجيب, 16,
بطريقة, 16,
هكذا, 16,
ممكن, 16,
حاجه, 16,
قوي, 16,
تنجح, 16,
الموضوع, 16,
كله, 16,
بصراحه, 16,
جد, 16,
شكر, 16,
قضية, 16,
الغرب, 16,
يوفقكم, 16,
امي, 16,
كلنا, 16,
الاقل, 16,
كثيرا, 16,
مشيت, 16,
لاكن, 16,TN
موجود, 16,
قصة, 16,
قلبك, 16,
منا, 16,TN
طريق, 16,
ونحن, 16,
تقدير, 16,
الاولى, 16,
شاهد, 16,
العنف, 16,
ﻫﻬﻬﻪ, 16,TN
ﻋﻴﺸﻮﺷﺔ, 16,NE
خاتر, 16,TN
بالعكس, 16,
المشاهد, 16,
مستواك, 16,
ينصرك, 16,
يقعد, 16,"MSA,TN"
يدخل, 16,
الكوميديا, 16,BORROW
فلي, 16,TN
الإمارات, 16,NE
للناس, 16,
جاب, 16,TN
داعش, 16,NE
نرمال, 16,TN
النادي, 16,
ينجم, 16,"MSA,TN"
الجنوب, 16,
القنوات, 16,
كعبة, 16,TN
يلعن, 16,
عنوان, 16,
فهري, 16,NE
عكس, 16,
برفو, 16,TN
وصل, 16,
لقطة, 16,
دكتورة, 16,
النداء, 16,
جايبينو, 16,TN
زك, 15,TN
الر, 15,NOISE
مهرج, 15,
سيدك, 15,
تمثيل, 15,
تحبو, 15,TN
قوم, 15,"MSA,TN"
مستواه, 15,
هاذم, 15,TN
اقل, 15,
اسمه, 15,
معجبنيش, 15,TN
حياة, 15,
لاصط, 15,TN
أنتم, 15,
عصبة, 15,"MSA,TN"
مساطة, 15,TN
يسترنا, 15,
بلادك, 15,
باين, 15,TN
تقوم, 15,"MSA,TN"
جهة, 15,
المفروض, 15,
ترجع, 15,
عايش, 15,TN
يقلك, 15,TN
شيئ, 15,
تسمع, 15,
يعملو, 15,TN
عبر, 15,
قطر, 15,"NE,MSA"
الزين, 15,TN
الوحيدة, 15,
ماهيش, 15,TN
سوى, 15,
البارح, 15,TN
حي, 15,
حكم, 15,
ياريت, 15,TN
سهرية, 15,
يرحمو, 15,TN
احترم, 15,
ﺍﻧﺖ, 15,
هايل, 15,TN
برى, 15,TN
نقطة, 15,
قلوبنا, 15,
برامجك, 15,
افلام, 15,
تبدا, 15,
غدوة, 15,TN
تستحي, 15,
مرض, 15,
أحلا, 15,TN
جيب, 15,"MSA,TN"
الفقر, 15,
الشيطان, 15,
التاسعة, 15,
بالرسمي, 15,"MSA,TN"
ظاهر, 15,
الإفريقي, 15,NE
اميمة, 15,"NE,TN"
واو, 15,TN
جمهور, 15,
الرياحي, 15,NE
عسلة, 15,TN
ناجحة, 15,
الطحانة, 15,TN
سارق, 15,
ملة, 15,"MSA,TN"
دينار, 15,NE
الزوالي, 15,TN
البنات, 15,
رزينة, 15,"MSA,TN"
يكثر, 15,
وقتاش, 15,TN
بارشا, 15,TN
ملهط, 15,TN
ايها, 15,
المثليين, 15,
عهد, 15,
العاهرة, 15,
حركة, 15,
اللواط, 15,
المكان, 15,
بسبب, 14,
قل, 14,
الريحة, 14,TN
الثقيل, 14,
الطاهر, 14,"NE,MSA"
النور, 14,
جام, 14,TN
روحوا, 14,TN
تعطي, 14,
بليد, 14,
بالسيف, 14,
لعماري, 14,NE
يستر, 14,"MSA,TN"
منيش, 14,TN
زاد, 14,"MSA,TN"
ويني, 14,TN
